timestamp,input_source,raw_x,raw_y,raw_z,filtered_x,filtered_y,filtered_z,vx,vy,vz,quality,valid,accepted,rejection_reason,accepted_count,outlier_count,invalid_count,mahalanobis_distance,implied_speed
1780529233.961797,python_udp,0.490000,-0.380000,0.800000,0.483078,-0.375337,0.809633,0.826657,-0.260000,-0.013573,71.000000,1,1,accepted,135,0,0,0.000958,0.255126
1780529234.061167,python_udp,0.570000,-0.400000,0.780000,0.568038,-0.400616,0.795155,0.832437,-0.258185,-0.043145,78.000000,1,1,accepted,136,0,0,0.000911,0.286254
1780529234.160538,python_udp,0.660000,-0.420000,0.770000,0.655981,-0.422966,0.781170,0.844276,-0.249447,-0.064941,79.000000,1,1,accepted,137,0,0,0.000692,0.234889
1780529234.261094,python_udp,0.750000,-0.460000,0.770000,0.745579,-0.454427,0.772506,0.857299,-0.265863,-0.069831,79.000000,1,1,accepted,138,0,0,0.000463,0.161245
1780529234.361250,python_udp,0.820000,-0.470000,0.800000,0.825213,-0.475077,0.781521,0.841943,-0.250908,-0.033773,88.000000,1,1,accepted,139,0,0,0.001760,0.379193
1780529234.467574,python_udp,0.920000,-0.520000,0.770000,0.915117,-0.510858,0.774365,0.856327,-0.277837,-0.042291,72.000000,1,1,accepted,140,0,0,0.001005,0.239136
1780529234.560998,python_udp,1.010000,-0.550000,0.840000,1.005736,-0.544764,0.802555,0.868887,-0.293260,0.030777,87.000000,1,1,accepted,141,0,0,0.005734,0.713832
1780529234.662790,python_udp,1.100000,-0.560000,0.830000,1.096600,-0.566495,0.816940,0.878902,-0.274127,0.056261,75.000000,1,1,accepted,142,0,0,0.001116,0.290978
1780529234.761007,python_udp,1.190000,-0.560000,0.830000,1.187460,-0.575630,0.826016,0.886383,-0.228085,0.064036,76.000000,1,1,accepted,143,0,0,0.002236,0.351476
1780529234.863195,python_udp,1.270000,-0.540000,0.790000,1.272811,-0.566937,0.812735,0.878102,-0.148733,0.019671,72.000000,1,1,accepted,144,0,0,0.008334,0.724683
1780529234.961612,python_udp,1.340000,-0.530000,0.790000,1.349506,-0.553882,0.803240,0.850101,-0.078380,-0.006164,73.000000,1,1,accepted,145,0,0,0.006401,0.609902
1780529235.061967,python_udp,1.400000,-0.490000,0.770000,1.415910,-0.523060,0.787485,0.803233,0.019007,-0.040283,76.000000,1,1,accepted,146,0,0,0.012845,0.860199
1780529235.171599,python_udp,1.420000,-0.470000,0.750000,1.455140,-0.493582,0.767932,0.699717,0.088474,-0.075273,72.000000,1,1,accepted,147,0,0,0.016766,0.977146
1780529235.260416,python_udp,1.480000,-0.400000,0.760000,1.500795,-0.439059,0.760217,0.638461,0.203533,-0.075696,82.000000,1,1,accepted,148,0,0,0.016991,0.959958
